estado,pcode1,municipio,pcode2,parroquia,pcode3,ubicacion
ZULIA,VE23,MARA,VE2312,LA SIERRITA,VE231202,U.E.N LA JAVILLITA N.E.R 232
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,U.E.N LAS DOS LAGUNAS RAUL LEONI
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,U.E.N LOS ROSOS
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N ROSA MARY BARREIROS (BOQUERON (NER 083)
TACHIRA,VE20,FERNANDEZ FEO,VE2007,SANTO DOMINGO,VE200703,U.E.N SAMUEL ROBINSON
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,U.E.N SEBASTIAN SANOJA
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N SIMON BARCELO
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,U.E.N SIMON BOLIVAR
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,U.E.N VALLE DEL YOCOIMA
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N VICENTE LECUNA
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,HERNANDEZ,VE202203,U.E.N.  CIUDAD SAN CRISTOBAL
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N.  CONC. 1533 S/N 74 N.E.R. 228  SAN RAFAEL
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N.  DON PEDRO JUSTINO LABRADOR
TACHIRA,VE20,JUNIN,VE2014,LA PETROLEA,VE201402,U.E.N.  LA PETROLEA
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,U.E.N. 12 DE MARZO
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N. 28 DE JULIO
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,U.E.N. AGROECOLOGICA SIERRA DE PERIJA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. AGUSTIN AVELEDO
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,U.E.N. ALBERTO SEQUIN VERA
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N. ANDRES ELOY BLANCO (VALLE HONDO)
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. ANTONIO JOSE DE SUCRE
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. ANTONIO MARIA CHACON
FALCON,VE11,MIRANDA,VE1114,GUZMAN GUILLERMO,VE111404,U.E.N. AQUILES JOSE ROMERO
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N. AUYANTEPUY
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N. B. UNITARIA 1182 N.E.R. 228 EL ESCALANTE
ZULIA,VE23,MARACAIBO,VE2313,VENANCIO PULGAR,VE231317,U.E.N. BARRIO EL DESCANSO
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,U.E.N. BATALLA DE BOCACHICA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. BELEN SAN JUAN
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,U.E.N. BENITO CANONICO
DELTA AMACURO,VE10,TUCUPITA,VE1004,VIRGEN DEL VALLE,VE100408,U.E.N. BOLIV. CARDENAL J. HUMBERTO QUINTERO
DELTA AMACURO,VE10,TUCUPITA,VE1004,VIRGEN DEL VALLE,VE100408,U.E.N. BOLIV. LA  FLORIDA
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,U.E.N. BOLIVAR BICENTENARIO
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,U.E.N. CACICA APACUANA
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,U.E.N. CACIQUE PARAMACONI
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN ANTONIO DE YARE,VE151802,U.E.N. CACIQUE YARE
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,U.E.N. CACIQUE YARE
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,BOCONO,VE202202,U.E.N. CANO AMARILLO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. CARDENAL QUINTERO
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,U.E.N. CARMEN CABRILES
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.N. CECROPE
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N. CESAR ARMANDO CISNEROS
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N. CHINKAIN
DELTA AMACURO,VE10,TUCUPITA,VE1004,JOSE VIDAL MARCANO,VE100402,U.E.N. CONC. BOLIV. MIGUEL JOSE SANZ
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N. CONC. S/N N.E.R. 228 LA MORITA
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,U.E.N. CONCENTRADA  S/N N.E.R. 292 BARITALIA
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. CONCENTRADA 282 N.E.R. 033 EL HELECHAL
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. CONCENTRADA 996 N.E.R. 292 SEDE
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. CONCENTRADA N.E.R. 033 EL PABELLON
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,U.E.N. CONCENTRADA S/N CASCARI N.E.R. 292
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. CONCENTRADA S/N KILOMETRO 5 N.E.R. 033
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,U.E.N. CONCENTRADA S/N LAS TAPIAS
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,U.E.N. CONCENTRADA S/N N.E.R. 292 EL GUAYABAL AULA ANEXA AL GRUPO ESCOLAR ESTADO YARACUY
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. CONCENTRADA S/N N.E.R. 292 EL PORTICO
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N. CREACION SOAPIRE
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N. CREACION SOAPRIRE
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,U.E.N. CREACION SUCUTA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. CRUCITA DELGADO
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,U.E.N. DIVINO NINO JESUS SABANA I
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,U.E.N. DON CARLOS CHACON
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,U.E.N. DON FRANCISCO COLMENARES  N.E.R.  528
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,DONALDO GARCIA,VE231602,U.E.N. DON JUAN VICENTE BOLIVAR
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N. DON PEDRO JUSTINO LABRADOR
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,U.E.N. DON PIOQUINTO DAZA N.E.R. AYARI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. EDUARDO CALCANO
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N. EL PALMAR
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N. ERNESTINA MORALES DE MEDINA
TACHIRA,VE20,AYACUCHO,VE2003,SAN PEDRO DEL RIO,VE200303,U.E.N. EZEQUIEL ZAMORA
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,U.E.N. FEDERICO VILLENA
BOLIVAR,VE07,SUCRE,VE0710,SUCRE,VE071001,U.E.N. FRANK RISQUEZ IRIBARREN
ZULIA,VE23,MARACAIBO,VE2313,SAN ISIDRO,VE231318,U.E.N. HERMANA LUISA DE SANDOVAL
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N. HUGO CHAVEZ
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,U.E.N. HUGO CHAVEZ FRIAS
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,U.E.N. HUGO RAFAEL CHAVEZ FRIAS (SUCRE)
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N. HUGO RAFAEL CHAVEZ FRIAS (URDANETA)
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,U.E.N. INDIA CARINAO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. INDIA CARINAO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. INDIO CHAGUAMARAL
MIRANDA,VE15,SUCRE,VE1519,FILA DE MARICHES,VE151903,U.E.N. INDIO CHAGUARAMAL
MIRANDA,VE15,SUCRE,VE1519,LA DOLORITA,VE151904,U.E.N. JERMAN UBALDO LIRA
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N. JESUS ABREU
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. JESUS REDENTOR
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,U.E.N. JOAQUIN TOMAS DURAN   N.E.R. 523
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,U.E.N. JOSE DE LOS SANTOS MONTIEL
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N. JOSE DE SAN MARTIN
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.N. JOSE MARTI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,U.E.N. JOSE PALACIOS
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. JOSE RAFAEL BAUTE
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,BOCONO,VE202202,U.E.N. JOSE TRINIDAD COLMENARES
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,U.E.N. JOSEFA CAMEJO
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,U.E.N. JOSEFA CAMEJO
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.N. JOSEFINA GARCIA DE LIZARZABAL
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. JUAN DE GURUCEAGA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. JUAN LANDAETA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. JUANA LA AVANZADORA
ZULIA,VE23,GUAJIRA,VE2315,ELIAS SANCHEZ RUBIO,VE231503,U.E.N. LA FE
TACHIRA,VE20,BOLIVAR,VE2004,BOLIVAR,VE200401,U.E.N. LIBERTADOR
TACHIRA,VE20,BOLIVAR,VE2004,BOLIVAR,VE200401,U.E.N. LLANO DE JORGE
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,U.E.N. LUDES CARMONA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. LUIS EZPELOSIN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. MANUEL LANDAETA ROSALES
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N. MANUELITA SAENZ //(U.E.N. LUZ DEL MUNDO )
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. MARIA LUISA ESTRADA MOINTUFAR
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.N. MAXIMO ARTEAGA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. MIGUEL ANGEL LOPEZ CARDENAS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. MIGUEL ANTONIO CARO (LICEO)
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. MONSENOR JESUS MARIA PELLIN
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,U.E.N. MORALES MARCANO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N. NEGRO PRIMERO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. NICANOR BOLET PERAZA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. NUESTRA AMERICA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. NUEVA CARACAS
TACHIRA,VE20,JUNIN,VE2014,BRAMON,VE201404,U.E.N. PREVOCACIONAL VEGA DE LA PIPA
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,U.E.N. PROFESORA ALICIA ASCANIO (LOS CARATALES)
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N. PUERTO ALERAMO
MIRANDA,VE15,PAEZ,VE1514,RIO CHICO,VE151401,U.E.N. RAFAEL AREVALO GONZALEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N. RAMON ISIDRO MONTES
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,U.E.N. RAUL LEONI
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.N. ROGELIO ILLARIMENDI
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,U.E.N. RUFINO BLANCO FOMBONA
ZULIA,VE23,SAN FRANCISCO,VE2317,LOS CORTIJOS,VE231705,U.E.N. SERVANDO PENA
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,U.E.N. SIMON BOLIVAR
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,U.E.N. SIMON RODRIGUEZ
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,U.E.N. TOBIAS GARCIA
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N. TRILLAJAIN
MIRANDA,VE15,SUCRE,VE1519,CAUCAGUITA,VE151902,U.E.N. TURUMO
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,U.E.N. TURUMO
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N. VICENTE LECUNA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.N.28 DE JULIO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N.B  EDUARDO ROHL
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N.B  MIGUEL ANTONIO CARO
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,U.E.N.B EL GUACUCO
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,U.E.N.B ESTADO MIRANDA
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,U.E.N.B IMELDA DELCARMEN VERA QUINTERO
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,U.E.N.B VALLES DEL TUY
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N.B. ANTONIO JOSE DE SUCRE
ZULIA,VE23,GUAJIRA,VE2315,SINAMAICA,VE231501,U.E.N.B. ARIGUAPA (NER 254)
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,U.E.N.B. ARTURO MICHELENA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N.B. BALTAZAR PADRON
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,U.E.N.B. EL GUACUCO
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,U.E.N.B. EL MARQUEZ
ZULIA,VE23,SAN FRANCISCO,VE2317,MARCIAL HERNANDEZ,VE231706,U.E.N.B. EL PARAISO NER 473
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,U.E.N.B. ESTADO MIRANDA
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N.B. INTERCULTURAL YANAMA
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,U.E.N.B. NEGRA HIPOLITA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,U.E.N.B. SOCORRO MACHADO
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,U.E.N.B. UNITARIA  S/N EL VENADO  N.E.R. 228
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,U.E.N.B. VALLES DEL TUY
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.N.B. YAGUASIRU
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,U.E.N.BOLIV. CACIQUE GUAICAIPURO
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,U.E.N.BOLIV.BR.JOSE GABRIEL LANZA
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,BOCONO,VE202202,U.E.N.CANO AMARILLO
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,U.E.N.DR. JOSE GREGORIO HERNANDEZ
TACHIRA,VE20,AYACUCHO,VE2003,RIVAS BERTI,VE200302,U.E.N.GUARUMITO
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,U.E.N.HUGO CHAVEZ FRIAS
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,BARTOLOME DE LAS CASAS,VE231102,U.E.N.I. MILY ELENA FARIA DE OQUENDO
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,U.E.N.JUAN EVANGELISTA LABRADOR
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N.R RURAL SAN BENITO
MIRANDA,VE15,PAZ CASTILLO,VE1515,SANTA LUCIA,VE151501,U.E.N.R VENEZUELA LUZ DE LAS NACIONES
MIRANDA,VE15,SUCRE,VE1519,FILA DE MARICHES,VE151903,U.E.N.RURAL.NER 404 CECILIO ACOSTA
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,U.E.N.TOBIAS LASSER
ZULIA,VE23,BARALT,VE2302,PUEBLO NUEVO,VE230206,U.E.NTRA SRA. DE COROMOTO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL JUNQUITO,VE010107,U.E.P COLEGIO SAGRADA FAMILIA FE Y ALEGRIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,U.E.P DR. PRISCO VILLASMIL
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.P NUEVA AMERICA FE Y ALEGRIA
ZULIA,VE23,LAGUNILLAS,VE2310,LIBERTAD,VE231002,U.E.P PABLO VI FE Y ALEGRIA
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,U.E.P. CANDIDA MARIA DE JESUS FE Y ALEGRIA
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,"U.E.P. CIUDAD DE LOS MUCHACHOS, FE Y ALEGRIA"
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,"U.E.P. COLEGIO ""SANTO ANGEL"""
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA PASTORA,VE010111,U.E.P. COLEGIO AGUSTINIANO DIVINA PASTORA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.P. COLEGIO PRESIDENTE KENNEDY
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.P. CORAZON DE MARIA
ZULIA,VE23,GUAJIRA,VE2315,ALTA GUAJIRA,VE231502,U.E.P. FE Y ALEGRIA ABRAHAM REYES
ZULIA,VE23,MARACAIBO,VE2313,SAN ISIDRO,VE231318,U.E.P. FE Y ALEGRIA ABRAHAM REYES
ZULIA,VE23,MARACAIBO,VE2313,LUIS HURTADO HIGUERA,VE231312,U.E.P. FE Y ALEGRIA ABRAHAM REYES
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,U.E.P. FE Y ALEGRIA CANDIDA MARIA DE JESUS
ZULIA,VE23,MARACAIBO,VE2313,ANTONIO BORJAS ROMERO,VE231301,U.E.P. FE Y ALEGRIA CESAR DAVID RINCON
ZULIA,VE23,MARACAIBO,VE2313,ANTONIO BORJAS ROMERO,VE231301,U.E.P. FE Y ALEGRIA IGNACIO HUARTE
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.P. FE Y ALEGRIA LA CHINITA
ZULIA,VE23,VALMORE RODRIGUEZ,VE2321,RAFAEL URDANETA,VE232102,U.E.P. FE Y ALEGRIA MONS. OSCAR ARNULFO ROMERO
ZULIA,VE23,VALMORE RODRIGUEZ,VE2321,LA VICTORIA,VE232101,U.E.P. FE Y ALEGRIA SAN JUAN BOSCO
ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,VE231307,U.E.P. HNA ELBA ESTRADA FOSTER FE Y ALEGRIA
ZULIA,VE23,MARACAIBO,VE2313,CECILIO ACOSTA,VE231305,U.E.P. JOSE FRANCISCO BERMUDEZ
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.P. LA CHINITA FE Y ALEGRIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ALTAGRACIA,VE010101,U.E.P. LA SALLE TIENDA HONDA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,COCHE,VE010106,U.E.P. LAS MAYAS FE Y ALEGRIA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,U.E.P. MAMA MARGARITA
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.P. NUEVA AMERICA FE Y ALEGRIA
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.P. NUEVA VENEZUELA
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.P. NUEVA VZLA FE Y ALEGRIA
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,U.E.P. PADRE RUTILIO GRANDE FE Y ALEGRIA
FALCON,VE11,CARIRUBANA,VE1105,NORTE,VE110502,U.E.P. PADRE VICTOR IRIARTE FE Y ALEGRIA
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,U.E.P. RAMON PAZ IPUANA FE Y ALEGRIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SAN BERNANDINO,VE010115,U.E.P. SAN BERNARDINO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SANTA ROSALIA,VE010119,U.E.P. SAN FCO. DE ASIS
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,U.E.P. SAN IGNACIO FE Y ALEGRIA
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,U.E.P. SANTA BRIGIDA FE Y ALEGRIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SANTA ROSALIA,VE010119,U.E.P. SANTA TERESA
ZULIA,VE23,LA CANADA DE URDANETA,VE2309,CONCEPCION,VE230901,U.E.P.A. ELAINA VICTORIA RUBIO
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,"U.E.P.COLEGIO ""SANTO ANGEL"""
ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,VE231307,U.E.P.HNA. ELBA ESTRADA FOSTER FE Y ALEGRIA
MIRANDA,VE15,EL HATILLO,VE1509,EL HATILLO,VE150901,U.E.R.M GRA. RAFAEL URDANETA
MIRANDA,VE15,EL HATILLO,VE1509,EL HATILLO,VE150901,U.E.R.M. PEDRO CAMEJO
MIRANDA,VE15,EL HATILLO,VE1509,EL HATILLO,VE150901,U.E.R.M.ARMANDO REVERON
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,UBE ANGELA BETANCOURT DE ORTEGA
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,UBE VALLE LORENA
BOLIVAR,VE07,SIFONTES,VE0709,DALLA COSTA,VE070902,UBN YURUARY
BOLIVAR,VE07,CEDENO,VE0702,CAPITAL CEDENO,VE070201,UE 19 DE ABRIL
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,UE 19 DE ABRIL
TACHIRA,VE20,PANAMERICANO,VE2019,PANAMERICANO,VE201901,UE 19 DE ABRIL
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,UE BARLOVENTO
MIRANDA,VE15,ACEVEDO,VE1501,MARIZAPA,VE150106,UE CUPO
BOLIVAR,VE07,HERES,VE0705,VISTA HERMOSA,VE070506,UE DOCTOR COLUMBO SILVA BOLIVAR
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,UE ELEUTERIA PALACIOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,UE FE Y ALEGRIA MARIA ROSA MOLAS
BOLIVAR,VE07,SUCRE,VE0710,SUCRE,VE071001,UE FRANK RISQUEZ
TACHIRA,VE20,TORBES,VE2027,TORBES,VE202701,UE FUERTE MURACHI
MERIDA,VE14,RANGEL,VE1417,SAN RAFAEL,VE141705,UE LUIS ORLANDO MONSALVE
BOLIVAR,VE07,SUCRE,VE0710,MOTIACO,VE071005,UE LUISA CACERES DE ARISMENDI ANTES UEN LAS BOMBITAS
BOLIVAR,VE07,CEDENO,VE0702,ASCENSION FARRERAS,VE070203,UE MARCIA CANA
BOLIVAR,VE07,PIAR,VE0706,ANDRES ELOY BLANCO,VE070602,UE MORALES MARCANO
