estado,pcode1,municipio,pcode2,parroquia,pcode3,ubicacion
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,EBN JOSE VINICIO ADAMES
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN JUAN DE GURUCEAGA
MIRANDA,VE15,CRISTOBAL ROJAS,VE1508,CHARALLAVE,VE150801,EBN JUAN ESPANA I
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,EBN JULIO CALCANO
ZULIA,VE23,SAN FRANCISCO,VE2317,JOSE DOMINGO RUS,VE231707,EBN LA CUADRA DE BOLIVAR
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,EBN LA CUMBRE
BOLIVAR,VE07,HERES,VE0705,ZEA,VE070509,EBN LA ESPERANZA NER 320
TACHIRA,VE20,PANAMERICANO,VE2019,LA PALMITA,VE201902,EBN LA PALMITA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,EBN LA VEGA
BOLIVAR,VE07,HERES,VE0705,LA SABANITA,VE070504,EBN LIBERTADOR
ZULIA,VE23,SAN FRANCISCO,VE2317,LOS CORTIJOS,VE231705,EBN LOS CORTIJOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SAN JUAN,VE010117,EBN LOS EUCALIPTOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN LOS MAGALLANES
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,EBN LOS MANGOS
BOLIVAR,VE07,BOLIVARIANO ANGOSTURA,VE0707,ANGOSTURA,VE070701,EBN MANUELA SAENZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN MONSENOR INOCENTE LIZARDI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN MONSENOR JESUS MARIA PELLIN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,EBN NUCLEO MARGINAL N°2 EL CARMEN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN NUESTROS ILUSTRES PROCERES
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN NUEVO HORIZONTE
MIRANDA,VE15,URDANETA,VE1520,NUEVA CUA,VE152002,EBN PAULA  CORREA
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,EBN SALTO ANGEL
BOLIVAR,VE07,SUCRE,VE0710,MOTIACO,VE071005,EBN SAN ANTONIO NER 307
ZULIA,VE23,SAN FRANCISCO,VE2317,MARCIAL HERNANDEZ,VE231706,EBN SAN BENITO NER 473
BOLIVAR,VE07,GRAN SABANA,VE0704,SECCION CAPITAL GRAN SABANA,VE070401,EBN SAN IGNACIO DE YURUANI
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,EBN SAN JUAN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL JUNQUITO,VE010107,EBN SAN MARTIN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN SAN MARTIN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,EBN SAN MIGUEL
ZULIA,VE23,SAN FRANCISCO,VE2317,MARCIAL HERNANDEZ,VE231706,EBN SANTIAGO RAMON Y CAJAL
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,EBN SIMON RODRIGUEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN SUCRE
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,EBN SUCRE
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,EBN VALLE DE URAPE
ZULIA,VE23,SAN FRANCISCO,VE2317,JOSE DOMINGO RUS,VE231707,EBN VICTORIA BICENTENARIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBN VISTA HERMOSA
BOLIVAR,VE07,GRAN SABANA,VE0704,SECCION CAPITAL GRAN SABANA,VE070401,EBN WARA
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,EBN.PROVINCIA DE GUAYANA
ZULIA,VE23,SAN FRANCISCO,VE2317,SAN FRANCISCO,VE231701,EBNB  EDUARDO EMIRO FERRER
ZULIA,VE23,SAN FRANCISCO,VE2317,FRANCISCO OCHOA,VE231704,EBNB BARRIO STORMES.
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,EBNB BOLIVAR Y CHAVEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EBNB FLORENCIO JIMENEZ
ZULIA,VE23,SAN FRANCISCO,VE2317,JOSE DOMINGO RUS,VE231707,EBNB HUMBERTO GOTERA
BOLIVAR,VE07,HERES,VE0705,ORINOCO,VE070507,EBUN RAUL LEONI
TACHIRA,VE20,PANAMERICANO,VE2019,PANAMERICANO,VE201901,EDUCACION ESPECIAL COLONCITO
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,EE EULALIA BUROZ
MERIDA,VE14,RANGEL,VE1417,RANGEL,VE141701,EE GAVIDIA
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,EEB  CAMPO SANTO
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,EEB ELIA MARQUEZ DE ESPINOZA
MIRANDA,VE15,PAEZ,VE1514,EL GUAPO,VE151402,EEB QUEBRADA HONDA
MIRANDA,VE15,PAEZ,VE1514,RIO CHICO,VE151401,EEB QUEBRADA HONDA
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,EEN 14 DE FEBRERO
MIRANDA,VE15,PAEZ,VE1514,RIO CHICO,VE151401,EER LA FLORIDA
BOLIVAR,VE07,SIFONTES,VE0709,SAN ISIDRO,VE070903,EIB ADRIANO SALVADORI
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,EIB HUGO CHAVEZ FRIAS
BOLIVAR,VE07,SIFONTES,VE0709,SIFONTES,VE070901,EIB LAGUNA LARGA
MIRANDA,VE15,LOS SALIAS,VE1513,SAN ANTONIO DE LOS ALTOS,VE151301,EIS LOS SALIAS
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,EL AVE MARIA
ZULIA,VE23,SAN FRANCISCO,VE2317,SAN FRANCISCO,VE231701,EL MANZANILLO
ZULIA,VE23,MARA,VE2312,LAS PARCELAS,VE231203,EL PIACHE
BOLIVAR,VE07,CARONI,VE0701,YOCOIMA,VE070110,EL ROSARIO
ZULIA,VE23,MARACAIBO,VE2313,FRANCISCO EUGENIO BUSTAMANTE,VE231309,EL ROSARIO
ANZOATEGUI,VE03,SIMON RODRIGUEZ,VE0319,EDMUNDO BARRIOS,VE031901,EL TIGRE (U.E.-F.Y A.)
ZULIA,VE23,LA CANADA DE URDANETA,VE2309,CONCEPCION,VE230901,EL TOPITO
ZULIA,VE23,LA CANADA DE URDANETA,VE2309,ANDRES BELLO,VE230902,EL TOPITO
ZULIA,VE23,MARA,VE2312,SAN RAFAEL,VE231201,ELEAZAR ANEZ GRANADILLO
MIRANDA,VE15,SUCRE,VE1519,LEONCIO MARTINEZ,VE151905,ELENA DE BUENO (U.E.- INST.)
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,ENB BARTOLOME BLANDIN
MIRANDA,VE15,BUROZ,VE1505,MAMPORAL,VE150501,ENBEEAG POPULO MIJARES
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP AGUSTIN CODAZZI
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP ALIRIO GOITIA ARAUJO
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP ARNALDO REINA
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP AVELINA DUARTE
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP CLARISA ESTE DE TREJO
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP DANIEL OLEARY
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP LUIS FELIPE MARCANO
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP MAC GREGOR
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP MARIO BRICENO IRAGORRY
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EP VUELVAN CARAS
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EPB ANA LEONOR MAYOL
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EPB CAMPO ALEGRE
DELTA AMACURO,VE10,TUCUPITA,VE1004,MONSENOR ARGIMIRO GARCIA,VE100406,EPB CEFERINO ROJAS DIAZ
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EPB CRISTO REY
ZULIA,VE23,CABIMAS,VE2303,ARISTIDES CALVANI,VE230308,EPB EL PENSAO
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EPB ELBUCARE
DELTA AMACURO,VE10,TUCUPITA,VE1004,JUAN MILLAN,VE100403,EPB FRANCISCO ANICETO LUGO
DELTA AMACURO,VE10,TUCUPITA,VE1004,LEONARDO RUIZ PINEDA,VE100404,EPB JUAN VICENTE GONZALEZ
APURE,VE04,SAN FERNANDO,VE0407,SAN FERNANDO DE APURE,VE040701,EPB OSWALDO DEL NOGAL
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,EPBN CARLOS RAFAEL CONTRERAS
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,EPN LUIS BELTRAN PRIETO FIGUEROA
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,EQUIPO DE INTEGRACION SOCIAL MARIA MONTESSORI
BOLIVAR,VE07,CARONI,VE0701,ONCE DE ABRIL,VE070104,EQUIPO TERRITORIAL
BOLIVAR,VE07,HERES,VE0705,VISTA HERMOSA,VE070506,EQUIPO TERRITORIAL
MIRANDA,VE15,PAEZ,VE1514,EL GUAPO,VE151402,ESC NACIONAL FELIPE NERI.
LARA,VE13,IRIBARREN,VE1303,UNION,VE130307,ESC NUEVO BARRIO
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ESC. BOLIV PARAMO DE LA LAJA
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,"ESC. BOLIV. ""JUVENAL CARRERO"""
ZULIA,VE23,MARA,VE2312,RICAURTE,VE231206,ESC. BOLIV. BRISAS DE MARA
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ESC. BOLIV. CAMPO C
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ESC. BOLIV. ESTADO MIRANDA
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ESC. BOLIV. TARABAY
TACHIRA,VE20,INDEPENDENCIA,VE2011,JUAN GERMAN ROSCIO,VE201102,ESC. BOLIV. TRES ESQUINAS
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,ESC. INTEGRAL BOL. BURGUILLO
DELTA AMACURO,VE10,TUCUPITA,VE1004,VIRGEN DEL VALLE,VE100408,ESC. PRIMARIA JESUS ANTONIO ROMERO DICURU
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,ESC.EST. LA TRINIDAD
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,ESCUELA 27 DE FEBRERO
ZULIA,VE23,CABIMAS,VE2303,PUNTA GORDA,VE230309,ESCUELA ´PRIMARIA JOSE RAFAEL PRIMERA      LAS MAJAGUAS.  NER 075
LARA,VE13,PALAVECINO,VE1306,AGUA VIVA,VE130603,ESCUELA AGUA VIVA
AMAZONAS,VE02,RIO NEGRO,VE0207,AUTONOMO RIO NEGRO,VE020700,"ESCUELA BASICA ""ANTONIO JOSE DE SUCRE"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""GABRIELA MISTRAL"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""JUAN IVIRMA CASTILLO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""MENCA DE LEONI"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""SAN JUAN BOSCO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""TACHIRA"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA ""VALLE LINDO"""
AMAZONAS,VE02,AUTANA,VE0204,AUTONOMO AUTANA,VE020400,ESCUELA BASICA ARNOLDO JOSE GABALDON
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,ESCUELA BASICA ARQUIDIOCESANA DON CECILIO ACOSTA
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA BOLIVARIANA ""LIBERTADOR"""
TACHIRA,VE20,PANAMERICANO,VE2019,PANAMERICANO,VE201901,ESCUELA BASICA CONCENTRADA 1398-555 LA BLANCA
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,ESCUELA BASICA ESTADAL ANDRES ELOY BLANCO
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,ESCUELA BASICA ESTADAL LUCILA PALACIOS
AMAZONAS,VE02,AUTANA,VE0204,AUTONOMO AUTANA,VE020400,ESCUELA BASICA FERNANDO GIRON TOVAR
BOLIVAR,VE07,CARONI,VE0701,UNARE,VE070106,ESCUELA BASICA GRAN SABANA FE Y ALEGRIA
AMAZONAS,VE02,AUTANA,VE0204,AUTONOMO AUTANA,VE020400,ESCUELA BASICA JOSE FRANCISCO BERMUDEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,23 DE ENERO,VE010122,ESCUELA BASICA LUIS CANIZALES VERDE FE Y ALEGRIA
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA NACIONAL  ""LOS RAUDALES DE ATURES"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA NACIONAL ""CACIQUE ARAMARE"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA BASICA NACIONAL ""DON ROMULO BETANCOURT"""
MIRANDA,VE15,BRION,VE1504,TACARIGUA,VE150403,ESCUELA BASICA NACIONAL BARLOVENTO
TACHIRA,VE20,PANAMERICANO,VE2019,PANAMERICANO,VE201901,ESCUELA BASICA NACIONAL COLONCITO
ZULIA,VE23,MARA,VE2312,MONSENOR MARCOS SERGIO GODOY,VE231205,ESCUELA BASICA NACIONAL EL PARAISO
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,ESCUELA BASICA NACIONAL RITA ELENA ARAUJO
MERIDA,VE14,LIBERTADOR,VE1412,JUAN RODRIGUEZ SUAREZ,VE141208,ESCUELA BOLIVARIANA  ZUMBA
ZULIA,VE23,MARA,VE2312,MONSENOR MARCOS SERGIO GODOY,VE231205,ESCUELA BOLIVARIANA CACHIRI
MERIDA,VE14,ALBERTO ADRIANI,VE1401,PARROQUIA ROMULO BETANCOURT,VE140101,ESCUELA BOLIVARIANA CHIGUARA
LARA,VE13,PALAVECINO,VE1306,JOSE GREGORIO BASTIDAS,VE130602,ESCUELA BOLIVARIANA DR JUAN DE DIOS PONTE
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,ESCUELA BOLIVARIANA MATARUCA
LARA,VE13,MORAN,VE1305,GUARICO,VE130503,ESCUELA CAMPESINA
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA DE EDUCACION INICIAL ""ATURES"""
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,ESCUELA ESTADAL RURAL  SAN ANTONIO
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,ESCUELA ESTADAL RURAL ONOVA
LARA,VE13,PALAVECINO,VE1306,JOSE GREGORIO BASTIDAS,VE130602,ESCUELA FRANCISCO DE PAULA BRICENO
AMAZONAS,VE02,ATABAPO,VE0202,AUTONOMO ATABAPO,VE020200,ESCUELA GRANJA EXPERIMENTAL SAN FERNADO DE ATABAPO
APURE,VE04,BIRUACA,VE0402,BIRUACA,VE040201,ESCUELA GRANJA PADRE GUMILLA 250001
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,"ESCUELA MANUEL AGUIRRE, FE Y ALEGRIA"
TACHIRA,VE20,BOLIVAR,VE2004,JUAN VICENTE GOMEZ,VE200403,ESCUELA NACIONAL EL RECREO
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,ESCUELA NACIONAL JUDITH VIVAS DE SUAREZ
TACHIRA,VE20,AYACUCHO,VE2003,RIVAS BERTI,VE200302,ESCUELA NACIONAL SAN FELIX
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,ESCUELA NACIONAL SAN VICENTE
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN JOSE,VE100401,ESCUELA PRIMARIA BOLIVARIANA CARABOBO
FALCON,VE11,MIRANDA,VE1114,SAN ANTONIO,VE111401,ESCUELA PRIMARIA BOLIVARIANA JEBE VIEJO NER 191
ZULIA,VE23,MARA,VE2312,LAS PARCELAS,VE231203,ESCUELA PRIMARIA BOLIVARIANA SAN BENITO
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN JOSE,VE100401,ESCUELA PRIMARIA BOLIVARIANO ALEJANDRO PETION
FALCON,VE11,CARIRUBANA,VE1105,NORTE,VE110502,ESCUELA PRIMARIA ESTADAL VICTOR LINO GOMEZ
FALCON,VE11,CARIRUBANA,VE1105,SANTA ANA,VE110504,ESCUELA PRIMARIA NACIONAL ALI PRIMERA NER 190
FALCON,VE11,ZAMORA,VE1125,PUERTO CUMAREBO,VE112501,ESCUELA PRIMARIA NACIONAL SAN VICENTE NER 325
AMAZONAS,VE02,RIO NEGRO,VE0207,AUTONOMO RIO NEGRO,VE020700,"ESCUELA TECNICA AGROPECUARIA ""SAN CARLOS DE RIO NEGRO"""
AMAZONAS,VE02,ATABAPO,VE0202,AUTONOMO ATABAPO,VE020200,ESCUELA TECNICA AGROPECUARIA JOSE GUMILLA
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"ESCUELA TECNICA AGROPECUARIA ROBINSONIANA ZAMORANA ""EMILIO AREVALO CEDENO"""
TACHIRA,VE20,GARCIA DE HEVIA,VE2009,JOSE ANTONIO PAEZ,VE200903,ESCUELA TECNICA AGROPECUARIA SAN ISIDRO LABRADOR FE Y ALEGRIA
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,ESCUELA TECNICA INDUSTRIAL AGROPECUARIA Y COMERCIAL TULIO FEBRES CORDERO
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,ESCUELA TECNICA MONSENOR JUAN JOSE BERNAL
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,ESCUELA TECNICA NUEVA VENEZUELA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,ESPACIO ALTERNATIVO OSCAR ARNULFO ROMERO
ZULIA,VE23,LA CANADA DE URDANETA,VE2309,POTRERITOS,VE230905,ESTADIO VIEJO/POTRERITO
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,ETA GERONIMO GUACAMAYA
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,ETA ROBINSONIANA TUCUPITA
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ETA. COLEGIO DR.ALBERTO DIAZ GONZALEZ
TACHIRA,VE20,INDEPENDENCIA,VE2011,INDEPENDENCIA,VE201101,ETAC DR. ALBERTO DIAZ GONZALEZ
BOLIVAR,VE07,CARONI,VE0701,DALLA COSTA,VE070103,ETI LA SALLE
BOLIVAR,VE07,CARONI,VE0701,UNARE,VE070106,ETI. SIMON RODRIGUEZ FE Y ALEGRIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,ETIR JULIO CALCANO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,ETIR RAFAEL VEGAS
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,ETNIA GUAJIRA I (CEPIN)
ZULIA,VE23,MARACAIBO,VE2313,VENANCIO PULGAR,VE231317,ETNIA GUAJIRA I (CEPIN)
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,EUGENIO ANDRES MENDOZA FE Y ALEGRIA
MIRANDA,VE15,CRISTOBAL ROJAS,VE1508,CHARALLAVE,VE150801,EXTENSION LOS PALOS GRANDES / UEN  CIUDAD MIRANDA
BOLIVAR,VE07,CEDENO,VE0702,CAPITAL CEDENO,VE070201,FE Y ALEGRIA CARUTO
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,FE Y ALEGRIA CRISANTO MATA COVA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,COCHE,VE010106,FE Y ALEGRIA LA RINCONADA
BOLIVAR,VE07,CARONI,VE0701,UNARE,VE070106,FE Y ALEGRIA VIRGEN NINA (BOLIVAR)
ZULIA,VE23,MARACAIBO,VE2313,VENANCIO PULGAR,VE231317,FRANCISCO DE MIRANDA
BOLIVAR,VE07,CEDENO,VE0702,CAPITAL CEDENO,VE070201,FUNDACION CAMINO DE SUENOS
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,FUNDACION ECONCIENCIA
TRUJILLO,VE21,BOCONO,VE2102,BOCONO,VE210201,FUNDACION ELVIRA PARILLI DE SENIOR
BOLIVAR,VE07,HERES,VE0705,CATEDRAL,VE070502,FUNDACION IRIARTE
MIRANDA,VE15,EL HATILLO,VE1509,EL HATILLO,VE150901,FUNDACION LA HATILLANITA
BOLIVAR,VE07,CEDENO,VE0702,PIJIGUAOS,VE070206,FUNDACION MANIAPURE
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,FUNDACION VIVA LA INFANCIA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,FUNDACION VIVA LA INFANCIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,COCHE,VE010106,FUNDASAMARITANO
ZULIA,VE23,SAN FRANCISCO,VE2317,SAN FRANCISCO,VE231701,G.E. SAN FRANCISCO
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,G.E.N.B. ANTONIO JOSE DE SUCRE
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,GE MIRANDA
TRUJILLO,VE21,VALERA,VE2120,SAN LUIS,VE212004,GONZALO SENIOR
ZULIA,VE23,MARACAIBO,VE2313,SAN ISIDRO,VE231318,GRAL:JOSE A. PAEZ
TACHIRA,VE20,AYACUCHO,VE2003,RIVAS BERTI,VE200302,GRANJA SAN FELIX
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,GRUPO CLARET
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,GRUPO DESPERTAR
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,GRUPO ESCOLAR 1º DE AGOSTO
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,GRUPO ESCOLAR BASICA CUPIRA
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,GRUPO ESCOLAR ESTADO SUCRE
ZULIA,VE23,GUAJIRA,VE2315,GUAJIRA,VE231504,GRUPO ESCOLAR GUAJIRA
MIRANDA,VE15,ACEVEDO,VE1501,CAUCAGUA,VE150101,GRUPO ESCOLAR PANTOJA
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,GRUPO SAN MARTIN DE PORRES
CARABOBO,VE08,PUERTO CABELLO,VE0811,JUAN JOSE FLORES,VE081105,HERMANA DOLORES
MERIDA,VE14,TOVAR,VE1421,SAN FRANCISCO,VE142103,HERMANA FELISA ELUSTONDO
ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,VE231307,HNA. ELBA ESTRADA FOSTER
TACHIRA,VE20,AYACUCHO,VE2003,AYACUCHO,VE200301,I E E  BOLIVARIANO COLON
ZULIA,VE23,CABIMAS,VE2303,ROMULO BETANCOURT,VE230306,I.E.E  RAMON OCANDO PEREZ
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,"I.E.E ""LEV VIGOSTKY IEE RAFAEL VEGAS SANCHEZ"
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,I.E.E ARTURO MICHELENA
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,I.E.E JAIRO ANTONIO DELGADO
TACHIRA,VE20,JUNIN,VE2014,JUNIN,VE201401,I.E.E. ANA YELITZA CARDENAS
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,I.E.E. ANO BICENTENARIO
MIRANDA,VE15,SUCRE,VE1519,LA DOLORITA,VE151904,I.E.E. INDIO TEREPAIMA
TACHIRA,VE20,BOLIVAR,VE2004,BOLIVAR,VE200401,I.E.E. JOSE GREGORIO HERNANDEZ
CARABOBO,VE08,GUACARA,VE0804,GUACARA,VE080402,I.E.E. OSCAR FERNANDO BENEDETTI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,I.E.E. ROMULO GALLEGOS
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,I.E.E. VILLA DEL ROSARIO
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,SAMUEL DARIO MALDONADO,VE202201,I.E.E.B. LA TENDIDA
ZULIA,VE23,MARACAIBO,VE2313,CARACCIOLO PARRA PEREZ,VE231304,I.E.E.E. MARIO FLORENTIN
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,I.E.E.N. ANO BICENTENARIO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,I.E.E.N. INDIO TEREPAIMA
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN JOSE,VE100401,IDENNA TUCUPITA
FALCON,VE11,ZAMORA,VE1125,PUERTO CUMAREBO,VE112501,IEE ARMANDO REVERON
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,IEE CARACAS
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,IEE FRANCISCO DE MIRANDA
